wflName nbPart c CM m TM ModelTM
depl-OOGV0x-4.xml 50000000 3600 17600 276 17876 17503
depl-OOGV0x-4.xml 50000000 4500 18817 81 18898 17522
depl-OOGV0x-4.xml 50000000 5400 19049 580 19629 19206
depl-OOGV0x-4.xml 50000000 6300 20333 185 20518 19157
depl-OOGV0x-4.xml 50000000 7200 18013 53 18066 19491
depl-OOGV0x-4.xml 50000000 9000 20798 586 21384 22413
depl-OOGV0x-4.xml 50000000 10800 23732 47 23779 22917
depl-OOGV0x-5.xml 50000000 1200 18279 12209 30488 28741
depl-OOGV0x-5.xml 50000000 1500 17897 7723 25620 24356
depl-OOGV0x-5.xml 50000000 1800 17998 4602 22600 21362
depl-OOGV0x-5.xml 50000000 2100 18085 2700 20785 19671
depl-OOGV0x-5.xml 50000000 2400 18023 1764 19787 18770
depl-OOGV0x-5.xml 50000000 2700 18414 957 19371 18315
depl-OOGV0x-5.xml 50000000 3600 18239 118 18357 17585
depl-OOGV0x-5.xml 50000000 4500 19594 481 20075 18844
depl-OOGV0x-5.xml 50000000 5400 19246 628 19874 19690
depl-OOGV0x-5.xml 50000000 6300 20922 146 21068 19826
depl-OOGV0x-5.xml 50000000 7200 18283 158 18441 19842
depl-OOGV0x-5.xml 50000000 9000 20897 690 21587 23026
depl-OOGV0x-5.xml 50000000 10800 23964 891 24855 24154
depl-iruOv0-2.xml 50000000 1200 22951 11857 34808 32687
depl-iruOv0-2.xml 50000000 1500 22704 7231 29935 28268
depl-iruOv0-2.xml 50000000 1800 22756 4085 26841 25201
depl-iruOv0-2.xml 50000000 2100 22882 2510 25392 23944
depl-iruOv0-2.xml 50000000 2400 22849 1018 23867 22487
depl-iruOv0-2.xml 50000000 2700 23096 2062 25158 23722
depl-iruOv0-2.xml 50000000 4500 23821 522 24343 23020
depl-iruOv0-2.xml 50000000 5400 23953 196 24149 23188
depl-iruOv0-2.xml 50000000 6300 24773 533 25306 23937
depl-iruOv0-2.xml 50000000 7200 25236 356 25592 24765
depl-iruOv0-2.xml 50000000 9000 26458 149 26607 25960
depl-iruOv0-2.xml 50000000 10800 27132 160 27292 27702
depl-iruOv0-3.xml 50000000 1200 24051 11055 35106 32824
depl-iruOv0-3.xml 50000000 1500 23794 6295 30089 28258
depl-iruOv0-3.xml 50000000 1800 23862 3366 27228 25452
depl-iruOv0-3.xml 50000000 2100 24174 1866 26040 24397
depl-iruOv0-3.xml 50000000 2400 24042 1727 25769 24123
depl-iruOv0-3.xml 50000000 2700 24000 1545 25545 24055
depl-iruOv0-3.xml 50000000 3600 24162 271 24433 23298
depl-iruOv0-3.xml 50000000 4500 25154 208 25362 23831
depl-iruOv0-3.xml 50000000 5400 25237 124 25361 24098
depl-iruOv0-3.xml 50000000 6300 25424 114 25538 24132
depl-iruOv0-3.xml 50000000 7200 26405 203 26608 25346
depl-iruOv0-3.xml 50000000 9000 27829 326 28155 27068
depl-iruOv0-3.xml 50000000 10800 28411 78 28489 28568
depl-iruOv0-5.xml 50000000 1200 23672 12423 36095 33794
depl-iruOv0-5.xml 50000000 1500 23371 7459 30830 29017
depl-iruOv0-5.xml 50000000 1800 23481 4174 27655 25869
depl-iruOv0-5.xml 50000000 2100 23259 2662 25921 24559
depl-iruOv0-5.xml 50000000 2400 23338 2728 26066 24703
depl-iruOv0-5.xml 50000000 2700 23436 1614 25050 23712
depl-iruOv0-5.xml 50000000 4500 24368 245 24613 23401
depl-iruOv0-5.xml 50000000 5400 24606 178 24784 23784
depl-iruOv0-5.xml 50000000 6300 25023 317 25340 24130
depl-iruOv0-5.xml 50000000 7200 25670 100 25770 24818
depl-iruOv0-5.xml 50000000 9000 27172 85 27257 26217
depl-iruOv0-5.xml 50000000 10800 27519 165 27684 28142
depl-iruOv0-6.xml 50000000 1200 23251 8464 31715 29844
depl-iruOv0-6.xml 50000000 1500 22811 4491 27302 25869
depl-iruOv0-6.xml 50000000 1800 22982 2081 25063 23548
depl-iruOv0-6.xml 50000000 2100 22887 935 23822 22669
depl-iruOv0-6.xml 50000000 2700 23128 738 23866 22678
depl-iruOv0-6.xml 50000000 3600 23299 496 23795 22939
depl-iruOv0-6.xml 50000000 4500 23966 335 24301 23228
depl-iruOv0-6.xml 50000000 5400 24117 166 24283 23526
depl-iruOv0-6.xml 50000000 6300 24853 250 25103 23900
depl-iruOv0-6.xml 50000000 7200 25303 111 25414 24742
depl-iruOv0-6.xml 50000000 9000 26619 95 26714 26015
depl-iruOv0-6.xml 50000000 10800 27146 132 27278 27803
depl-iruOv0-7.xml 50000000 1200 23593 10140 33733 31418
depl-iruOv0-7.xml 50000000 1500 23362 5542 28904 26949
depl-iruOv0-7.xml 50000000 2100 23272 1209 24481 22949
depl-iruOv0-7.xml 50000000 2400 24328 2530 26858 23983
depl-iruOv0-7.xml 50000000 2700 23461 752 24213 22710
depl-iruOv0-7.xml 50000000 3600 24975 2090 27065 24766
depl-iruOv0-7.xml 50000000 4500 24757 99 24856 23123
depl-iruOv0-7.xml 50000000 5400 24771 326 25097 23774
depl-iruOv0-7.xml 50000000 6300 25008 245 25253 23895
depl-iruOv0-7.xml 50000000 7200 26158 136 26294 24758
depl-iruOv0-7.xml 50000000 9000 27378 67 27445 26413
depl-iruOv0-7.xml 50000000 10800 27690 98 27788 28245
depl-XQQk6A-1.xml 50000000 1200 23711 11859 35570 32760
depl-XQQk6A-1.xml 50000000 1500 23440 6978 30418 28036
depl-XQQk6A-1.xml 50000000 2100 23334 2565 25899 23954
depl-XQQk6A-1.xml 50000000 2700 23625 1266 24891 22862
depl-XQQk6A-1.xml 50000000 3600 23723 1006 24729 23032
depl-XQQk6A-1.xml 50000000 4500 25006 856 25862 23433
depl-XQQk6A-1.xml 50000000 5400 24840 402 25242 23390
depl-XQQk6A-1.xml 50000000 6300 25041 499 25540 23903
depl-XQQk6A-1.xml 50000000 7200 26392 108 26500 24514
depl-XQQk6A-1.xml 50000000 9000 26796 102 26898 26561
depl-XQQk6A-1.xml 50000000 10800 27359 215 27574 28328
depl-XQQk6A-2.xml 50000000 1200 22917 10835 33752 31356
depl-XQQk6A-2.xml 50000000 1500 22710 6279 28989 26988
depl-XQQk6A-2.xml 50000000 1800 22890 3248 26138 24072
depl-XQQk6A-2.xml 50000000 2100 22838 2392 25230 23481
depl-XQQk6A-2.xml 50000000 2400 22923 1598 24521 22793
depl-XQQk6A-2.xml 50000000 2700 23074 816 23890 22110
depl-XQQk6A-2.xml 50000000 3600 23721 583 24304 22247
depl-XQQk6A-2.xml 50000000 4500 24196 332 24528 22560
depl-XQQk6A-2.xml 50000000 5400 24050 214 24264 22799
depl-XQQk6A-2.xml 50000000 6300 24796 435 25231 23624
depl-XQQk6A-2.xml 50000000 7200 25117 129 25246 24213
depl-XQQk6A-2.xml 50000000 9000 25783 104 25887 26118
depl-XQQk6A-2.xml 50000000 10800 27100 283 27383 28007
depl-XQQk6A-3.xml 50000000 1200 72340 782 73122 59069
depl-XQQk6A-3.xml 50000000 1500 71956 239 72195 58624
depl-XQQk6A-3.xml 50000000 1800 23744 3423 27167 24700
depl-XQQk6A-3.xml 50000000 2100 23559 2379 25938 23918
depl-XQQk6A-3.xml 50000000 2400 23798 1789 25587 23402
depl-XQQk6A-3.xml 50000000 2700 23942 315 24257 22070
depl-XQQk6A-3.xml 50000000 3600 23932 478 24410 22616
depl-XQQk6A-3.xml 50000000 4500 25165 700 25865 23445
depl-XQQk6A-3.xml 50000000 5400 25057 188 25245 23360
depl-XQQk6A-3.xml 50000000 6300 25178 408 25586 23930
depl-XQQk6A-3.xml 50000000 7200 26505 483 26988 25097
depl-XQQk6A-3.xml 50000000 9000 27050 204 27254 26803
depl-XQQk6A-3.xml 50000000 10800 27521 243 27764 28565
depl-XQQk6A-6.xml 50000000 1200 37315 1474 38789 32874
depl-XQQk6A-6.xml 50000000 1500 65086 369 65455 53885
depl-XQQk6A-6.xml 50000000 1800 22305 3223 25528 23628
depl-XQQk6A-6.xml 50000000 2100 22580 1486 24066 22269
depl-XQQk6A-6.xml 50000000 2400 22475 1523 23998 22256
depl-XQQk6A-6.xml 50000000 2700 22742 1308 24050 22208
depl-XQQk6A-6.xml 50000000 3600 23284 1030 24314 22464
depl-XQQk6A-6.xml 50000000 4500 23795 752 24547 22490
depl-XQQk6A-6.xml 50000000 5400 23461 336 23797 22552
depl-XQQk6A-6.xml 50000000 6300 24641 354 24995 23230
depl-XQQk6A-6.xml 50000000 7200 24458 201 24659 23744
depl-XQQk6A-6.xml 50000000 9000 25369 263 25632 26145
depl-XQQk6A-6.xml 50000000 10800 27026 251 27277 27904
depl-XQQk6A-7.xml 50000000 1200 23736 11325 35061 32148
depl-XQQk6A-7.xml 50000000 1500 23442 6484 29926 27463
depl-XQQk6A-7.xml 50000000 1800 23622 3340 26962 24399
depl-XQQk6A-7.xml 50000000 2100 23313 2481 25794 23785
depl-XQQk6A-7.xml 50000000 2400 24197 2200 26397 23679
depl-XQQk6A-7.xml 50000000 2700 23605 1745 25350 23249
depl-XQQk6A-7.xml 50000000 3600 24459 342 24801 22455
depl-XQQk6A-7.xml 50000000 4500 25026 321 25347 22800
depl-XQQk6A-7.xml 50000000 5400 24869 146 25015 23050
depl-XQQk6A-7.xml 50000000 6300 25043 334 25377 23660
depl-XQQk6A-7.xml 50000000 7200 26409 116 26525 24491
depl-XQQk6A-7.xml 50000000 9000 26818 116 26934 26630
depl-XQQk6A-7.xml 50000000 10800 27350 269 27619 28337
depl-77yTz2-2.xml 50000000 12600 16060 243 16303 20514
depl-77yTz2-2.xml 50000000 14400 17575 485 18060 23270
depl-77yTz2-3.xml 50000000 12600 15995 219 16214 20466
depl-77yTz2-3.xml 50000000 14400 17530 371 17901 23130
depl-77yTz2-4.xml 50000000 12600 16044 245 16289 20520
depl-77yTz2-4.xml 50000000 14400 17565 487 18052 23275
depl-77yTz2-6.xml 50000000 12600 16062 273 16335 20555
depl-77yTz2-6.xml 50000000 14400 17577 524 18101 23319
depl-77yTz2-7.xml 50000000 12600 18347 209 18556 20674
depl-77yTz2-7.xml 50000000 14400 17611 464 18075 23303
depl-azRwjW-1.xml 50000000 12600 14707 401 15108 20089
depl-azRwjW-1.xml 50000000 14400 16360 418 16778 22694
depl-azRwjW-2.xml 50000000 12600 15109 213 15322 19959
depl-azRwjW-2.xml 50000000 14400 16428 493 16921 22818
depl-azRwjW-3.xml 50000000 12600 14688 286 14974 19971
depl-azRwjW-3.xml 50000000 14400 16341 430 16771 22702
depl-azRwjW-4.xml 50000000 12600 14713 287 15000 19986
depl-azRwjW-4.xml 50000000 14400 16355 378 16733 22665
depl-azRwjW-5.xml 50000000 12600 14644 423 15067 20086
depl-azRwjW-5.xml 50000000 14400 16273 569 16842 22810
depl-nakbK9-1.xml 50000000 12600 25284 194 25478 22438
depl-nakbK9-1.xml 50000000 14400 20219 233 20452 24683
depl-nakbK9-2.xml 50000000 12600 19658 251 19909 22181
depl-nakbK9-2.xml 50000000 14400 20119 163 20282 24506
depl-nakbK9-4.xml 50000000 12600 18505 176 18681 21972
depl-nakbK9-4.xml 50000000 14400 19878 139 20017 24381
depl-nakbK9-5.xml 50000000 12600 25361 342 25703 22757
depl-nakbK9-5.xml 50000000 14400 20270 209 20479 24699
depl-nakbK9-6.xml 50000000 12600 19597 264 19861 22147
depl-nakbK9-6.xml 50000000 14400 20008 154 20162 24461
depl-8UsRp4-1.xml 50000000 12600 16158 76 16234 19894
depl-8UsRp4-1.xml 50000000 14400 17069 184 17253 22538
depl-8UsRp4-2.xml 50000000 12600 22635 75 22710 19970
depl-8UsRp4-2.xml 50000000 14400 17199 137 17336 22525
depl-8UsRp4-3.xml 50000000 12600 22829 185 23014 20274
depl-8UsRp4-3.xml 50000000 14400 17484 77 17561 22506
depl-8UsRp4-4.xml 50000000 12600 22754 92 22846 20084
depl-8UsRp4-4.xml 50000000 14400 17315 119 17434 22530
depl-8UsRp4-5.xml 50000000 12600 16158 105 16263 19920
depl-8UsRp4-5.xml 50000000 14400 17069 133 17202 22493
depl-Csnpml-1.xml 50000000 12600 20668 382 21050 21689
depl-Csnpml-1.xml 50000000 14400 17359 123 17482 23296
depl-Csnpml-2.xml 50000000 12600 20904 165 21069 21728
depl-Csnpml-2.xml 50000000 14400 21989 255 22244 23614
depl-Csnpml-3.xml 50000000 12600 20752 174 20926 21596
depl-Csnpml-3.xml 50000000 14400 18316 87 18403 23290
depl-Csnpml-4.xml 50000000 12600 20695 166 20861 21555
depl-Csnpml-4.xml 50000000 14400 17901 75 17976 23271
depl-Csnpml-5.xml 50000000 12600 20673 312 20985 21654
depl-Csnpml-5.xml 50000000 14400 17660 76 17736 23262
depl-kR7SpH-1.xml 50000000 12600 15409 277 15686 19995
depl-kR7SpH-1.xml 50000000 14400 16920 348 17268 22563
depl-kR7SpH-2.xml 50000000 12600 15378 384 15762 20080
depl-kR7SpH-2.xml 50000000 14400 16906 376 17282 22567
depl-kR7SpH-4.xml 50000000 12600 15378 357 15735 20056
depl-kR7SpH-4.xml 50000000 14400 16910 523 17433 22723
depl-kR7SpH-5.xml 50000000 12600 15457 317 15774 20049
depl-kR7SpH-5.xml 50000000 14400 16960 493 17453 22723
depl-kR7SpH-6.xml 50000000 12600 16260 347 16607 20200
depl-kR7SpH-6.xml 50000000 14400 17108 351 17459 22660
depl-OOGV0x-1.xml 50000000 12600 26208 595 26803 23178
depl-OOGV0x-1.xml 50000000 14400 21920 82 22002 23720
depl-OOGV0x-2.xml 50000000 12600 26285 511 26796 23313
depl-OOGV0x-2.xml 50000000 14400 24857 77 24934 23741
depl-OOGV0x-3.xml 50000000 12600 26514 371 26885 24557
depl-OOGV0x-3.xml 50000000 14400 28996 106 29102 24061
depl-OOGV0x-4.xml 50000000 12600 26001 115 26116 22352
depl-OOGV0x-4.xml 50000000 14400 18254 46 18300 23652
depl-OOGV0x-5.xml 50000000 12600 26387 521 26908 23970
depl-OOGV0x-5.xml 50000000 14400 25210 110 25320 23881
depl-iruOv0-2.xml 50000000 12600 28491 204 28695 29018
depl-iruOv0-2.xml 50000000 14400 29743 434 30177 28650
depl-iruOv0-3.xml 50000000 12600 29259 102 29361 29607
depl-iruOv0-3.xml 50000000 14400 30650 102 30752 30566
depl-iruOv0-5.xml 50000000 12600 28902 137 29039 29390
depl-iruOv0-5.xml 50000000 14400 30215 115 30330 29684
depl-iruOv0-6.xml 50000000 12600 28698 57 28755 29156
depl-iruOv0-6.xml 50000000 14400 29801 284 30085 28825
depl-iruOv0-7.xml 50000000 12600 28943 138 29081 29379
depl-iruOv0-7.xml 50000000 14400 30464 167 30631 30104
depl-XQQk6A-1.xml 50000000 12600 28921 269 29190 29537
depl-XQQk6A-1.xml 50000000 14400 30654 368 31022 30451
depl-XQQk6A-2.xml 50000000 12600 28771 400 29171 29471
depl-XQQk6A-2.xml 50000000 14400 30521 400 30921 29949
depl-XQQk6A-3.xml 50000000 12600 28999 227 29226 29641
depl-XQQk6A-3.xml 50000000 14400 30686 341 31027 30514
depl-XQQk6A-6.xml 50000000 12600 28696 162 28858 29106
depl-XQQk6A-6.xml 50000000 14400 30397 310 30707 29530
depl-XQQk6A-7.xml 50000000 12600 28922 269 29191 29508
depl-XQQk6A-7.xml 50000000 14400 30696 284 30980 30340
